No,Day,Date( SUB),serial,Battalion,Company Name,Test Type,Date ( test),Classification,#200,AVERAGE VALUE,Sampling Location,Zone,ELMENT,BUILDING,layer ,Number of Tests,Performed Test ,Area(m2),sample status,Document Status,NUM. OF PAGES,Done BY,DURATION,Company ,Executed Quantity,Required Quantity
35,Wednesday,19-08-26,63936,36,Mokhtar EL-Shenawy,SOIL,18-08-26,A-4,37.00%,,Bottom of excavation,C-A,BH-9-1,M 84-98,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
36,Tuesday,18-08-26,63872,36,Mokhtar EL-Shenawy,DPL,17-08-26,,,46.8,Fill,C-A,BH-8-3,M 72,LAYER-1,4,,2247,APPROVED AS NOTED,DONE,2,EIDG,1,,,
37,Sunday,16-08-26,63713,36,Mokhtar EL-Shenawy,SOIL,15-08-26,A-4,47.80%,,Bottom of excavation,C-A,BH-8-3,M 72,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
38,Wednesday,19-08-26,63937,36,Mokhtar EL-Shenawy,SOIL,18-08-26,A-4,38.20%,,Bottom of excavation,C-A,BH-8-3,M 67,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
39,Wednesday,19-08-26,63961,36,Mokhtar EL-Shenawy,SOIL,18-08-26,A-4,40.40%,,Bottom of excavation,C-A,BH-9-1,M 80,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
40,Wednesday,19-08-26,63968,36,Mokhtar EL-Shenawy,SOIL,18-08-26,A-4,57.00%,,Bottom of excavation,C-A,BH-9-1,M 85,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
41,Tuesday,18-08-26,63876,36,Mokhtar EL-Shenawy,SOIL,17-08-26,A-4,55.60%,,Bottom of excavation,C-A,BH-9-1,M 75,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
42,Wednesday,19-08-26,63943,36,MTR for Import,DPL,18-08-26,,,51.4,Fill,C-A,BH-10-2,M 81,LAYER-1,2,,299,APPROVED AS NOTED,DONE,2,EIDG,1,,,
43,Tuesday,18-08-26,63873,36,MTR for Import,DPL,17-08-26,,,51.52,Fill,C-A,BH-9-3,M 77,LAYER-0,2,,177,APPROVED AS NOTED,DONE,2,EIDG,1,,,
44,Wednesday,19-08-26,63960,36,MTR for Import,DPL,18-08-26,,,55.07,Fill,C-A,BH-9-3,M 77,LAYER-2,2,,161,APPROVED AS NOTED,DONE,2,EIDG,1,,,
45,Wednesday,19-08-26,63953,36,MTR for Import,DPL,18-08-26,,,48.34,Fill,C-A,BH-10-2,M 77,LAYER-2,2,,74,APPROVED AS NOTED,DONE,2,EIDG,1,,,
46,Tuesday,18-08-26,63874,36,MTR for Import,DPL,17-08-26,,,47.47,Fill,C-A,BH-9-3,M 77,LAYER-1,2,,177,APPROVED AS NOTED,DONE,2,EIDG,1,,,
47,Saturday,15-08-26,63547,36,EL Nessr El Araby,SOIL,13-08-26,A-4,56.00%,,Bottom of excavation,C-A,BH-13-4,M 194,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
48,Saturday,15-08-26,63548,36,EL Nessr El Araby,SOIL,13-08-26,A-4,53.00%,,Bottom of excavation,C-A,BH-13-4,M 191,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
49,Tuesday,18-08-26,63912,36,EL Nessr El Araby,DPL,17-08-26,,,50.43,Fill,C-A,BH-13-4,M 195,LAYER-4,2,,304,APPROVED AS NOTED,DONE,2,EIDG,1,,,
50,Wednesday,19-08-26,63965,36,EL Nessr El Araby,DPL,18-08-26,,,52.84,Fill,C-A,BH-13-4,M 195,LAYER-5,2,,331,APPROVED AS NOTED,DONE,2,EIDG,1,,,
51,Monday,17-08-26,63785,36,EL Nessr El Araby,DPL,16-08-26,,,49.05,Fill,C-A,BH-13-4,M 195,LAYER-2,2,,290,APPROVED AS NOTED,DONE,2,EIDG,1,,,
52,Sunday,16-08-26,63716,36,EL Nessr El Araby,DPL,15-08-26,,,44.88,Fill,C-A,BH-13-4,M 195,LAYER-1,2,,285,APPROVED AS NOTED,DONE,2,EIDG,1,,,
53,Saturday,15-08-26,63598,36,EL Nessr El Araby,SOIL,12-08-26,A-4,47.80%,,Bottom of excavation,C-A,BH-13-4,M 195,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
54,Sunday,09-08-26,63402,36,Orascom,DPL,06-08-26,,,55.93,Fill,C-A,BH-1,M 49,LAYER-2,3,,1100,APPROVED AS NOTED,DONE,2,EIDG,3,,,
55,Tuesday,18-08-26,63869,36,Orascom,DPL,17-08-26,,,48.4,Fill,C-A,BH-1,M 49,LAYER-8,3,,1152,APPROVED AS NOTED,DONE,2,EIDG,1,,,
56,Sunday,16-08-26,63721,36,Orascom,DPL,15-08-26,,,51.7,Fill,C-A,BH-1,M 49,LAYER-7,3,,1207,APPROVED AS NOTED,DONE,2,EIDG,1,,,
57,Saturday,15-08-26,63578,36,Orascom,DPL,12-08-26,,,51.7,Fill,C-A,BH-1,M 49,LAYER-6,3,,1262,APPROVED AS NOTED,DONE,2,EIDG,3,,,
58,Monday,10-08-26,63454,36,Orascom,DPL,09-08-26,,,49.61,Fill,C-A,BH-1,M 49,LAYER-4,3,,1202,APPROVED AS NOTED,DONE,2,EIDG,1,,,
59,Tuesday,11-08-26,63488,36,Orascom,DPL,10-08-26,,,47.4,Fill,C-A,BH-1,M 49,LAYER-5,3,,1185,APPROVED AS NOTED,DONE,2,EIDG,1,,,
60,Sunday,09-08-26,63440,36,Orascom,DPL,08-08-26,,,55.54,Fill,C-A,BH-1,M 49,LAYER-3,3,,1207,APPROVED AS NOTED,DONE,2,EIDG,1,,,
61,Monday,17-08-26,63813,36,Orascom,PLATE LOAD,16-08-26,,,,Fill,C-A,BH-1,M 37,27.5,1,,,APPROVED AS NOTED,DONE,5,CEL,1,,,
62,Sunday,16-08-26,63740,36,Orascom,PLATE LOAD,16-08-26,,,,Fill,C-A,BH-1,M 37,27.5,1,,,REVISE,DONE,5,CEL,0,,,
63,Sunday,16-08-26,63725,36,Orascom,DPL,15-08-26,,,49.52,Fill,C-A,BH-1,M 37,LAYER-5,3,,1146,APPROVED AS NOTED,DONE,2,EIDG,1,,,
64,Wednesday,19-08-26,63964,36,EL-Hoda,DPL,18-08-26,,,50.25,Fill,C-A,BH-13-3,M 191,LAYER-0,2,,358,APPROVED AS NOTED,DONE,2,EIDG,1,,,
65,Saturday,15-08-26,63531,36,Orascom,DPL,14-08-26,,,50.497,Fill,C-A,BH-1,M 37,LAYER-4,3,,1170,APPROVED AS NOTED,DONE,2,EIDG,1,,,
66,Monday,10-08-26,63456,36,Orascom,DPL,09-08-26,,,48.87,Fill,C-A,BH-1,M 37,LAYER-1,3,,1170,APPROVED AS NOTED,DONE,2,EIDG,1,,,
67,Saturday,15-08-26,63583,36,Orascom,DPL,12-08-26,,,52.83,Fill,C-A,BH-1,M 37,LAYER-3,3,,1289,APPROVED AS NOTED,DONE,2,EIDG,3,,,
68,Tuesday,11-08-26,63487,36,Orascom,DPL,10-08-26,,,48.43,Fill,C-A,BH-1,M 37,LAYER-2,3,,1289,APPROVED AS NOTED,DONE,2,EIDG,1,,,
69,Sunday,09-08-26,63417,36,Orascom,DPL,07-08-26,,,53.42,Fill,C-A,BH-1,M 37,LAYER-1,3,,1289,APPROVED AS NOTED,DONE,2,EIDG,2,,,
70,Saturday,15-08-26,63575,36,Orascom,DPL,12-08-26,,,49.89,Fill,C-A,BH-1,M 52,LAYER-5,3,,1232,APPROVED AS NOTED,DONE,2,EIDG,3,,,
71,Saturday,15-08-26,63591,36,Orascom,PLATE LOAD,13-08-26,,,,Fill,C-A,BH-1,M 52,26.8,1,,,REVISE,DONE,3,BONYAN MISR,2,,,
72,Saturday,15-08-26,63533,36,Orascom,DPL,14-08-26,,,48.63,Fill,C-A,BH-1,M 52,LAYER-6,3,,1204,APPROVED AS NOTED,DONE,2,EIDG,1,,,
73,Monday,10-08-26,63453,36,Orascom,DPL,09-08-26,,,59,Fill,C-A,BH-1,M 52,LAYER-3,3,,1204,APPROVED AS NOTED,DONE,2,EIDG,1,,,
74,Tuesday,11-08-26,63497,36,Orascom,DPL,10-08-26,,,48.26,Fill,C-A,BH-1,M 52,LAYER-4,3,,1204,APPROVED AS NOTED,DONE,2,EIDG,1,,,
75,Sunday,09-08-26,63382,36,Orascom,DPL,07-08-26,,,46.84,Fill,C-A,BH-1,M 52,LAYER-2,3,,1204,APPROVED AS NOTED,DONE,2,EIDG,2,,,
76,Wednesday,19-08-26,63939,36,Orascom,DPL,18-08-26,,,52.04,Fill,C-A,BH-1,M 45,LAYER-7,3,,1148,APPROVED AS NOTED,DONE,2,EIDG,1,,,
77,Monday,17-08-26,63781,36,Orascom,DPL,16-08-26,,,48.68,Fill,C-A,BH-1,M 45,LAYER-6,3,,1220,APPROVED AS NOTED,DONE,2,EIDG,1,,,
78,Saturday,15-08-26,63590,36,Orascom,PLATE LOAD,04-01-00,,,,Fill,C-A,BH-1,M 45,26.9,1,,,REVISE,DONE,3,BONYAN MISR,46245,,,
79,Saturday,15-08-26,63580,36,Orascom,DPL,12-08-26,,,50,Fill,C-A,BH-1,M 45,LAYER-5,3,,1245,APPROVED AS NOTED,DONE,2,EIDG,3,,,
80,Tuesday,11-08-26,63502,36,Orascom,DPL,10-08-26,,,53.72,Fill,C-A,BH-1,M 45,LAYER-3,3,,1245,APPROVED AS NOTED,DONE,2,EIDG,1,,,
81,Wednesday,12-08-26,63513,36,Orascom,DPL,11-08-26,,,45.93,Fill,C-A,BH-1,M 45,LAYER-4,3,,1270,APPROVED AS NOTED,DONE,2,EIDG,1,,,
82,Sunday,09-08-26,63441,36,Orascom,DPL,08-08-26,,,52.6,Fill,C-A,BH-1,M 45,LAYER-2,3,,1270,APPROVED AS NOTED,DONE,2,EIDG,1,,,
83,Sunday,09-08-26,63400,36,Orascom,DPL,06-08-26,,,45.42,Fill,C-A,BH-1,M 45,LAYER-1,3,,1270,APPROVED AS NOTED,DONE,2,EIDG,3,,,
84,Sunday,09-08-26,63419,36,Orascom,DPL,05-08-26,,,52.8,Fill,C-A,BH-1,M 45,LAYER-0,3,,1128,APPROVED AS NOTED,DONE,2,EIDG,4,,,
85,Monday,17-08-26,63801,36,Orascom,DPL,16-08-26,,,47,Fill,C-A,BH-1,M 41,LAYER-6,3,,1234,APPROVED AS NOTED,DONE,2,EIDG,1,,,
86,Saturday,15-08-26,63549,36,Orascom,DPL,13-08-26,,,50.07,Fill,C-A,BH-1,M 41,LAYER-5,3,,1259,APPROVED AS NOTED,DONE,2,EIDG,2,,,
87,Wednesday,12-08-26,63514,36,Orascom,DPL,11-08-26,,,50.88,Fill,C-A,BH-1,M 41,LAYER-4,3,,1285,APPROVED AS NOTED,DONE,2,EIDG,1,,,
88,Monday,10-08-26,63458,36,Orascom,DPL,09-08-26,,,46.45,Fill,C-A,BH-1,M 41,LAYER-3,3,,1285,APPROVED AS NOTED,DONE,2,EIDG,1,,,
89,Sunday,09-08-26,63398,36,Orascom,DPL,05-08-26,,,50.66,Fill,C-A,BH-1,M 41,LAYER-1,3,,1285,APPROVED AS NOTED,DONE,2,EIDG,4,,,
90,Sunday,09-08-26,63442,36,Orascom,DPL,08-08-26,,,49.288,Fill,C-A,BH-1,M 41,LAYER-2,3,,1285,APPROVED AS NOTED,DONE,2,EIDG,1,,,
91,Sunday,09-08-26,63401,36,Orascom,DPL,06-08-26,,,53.63,Fill,C-A,BH-1,M 41,LAYER-1,3,,1285,APPROVED AS NOTED,DONE,2,EIDG,3,,,
92,Sunday,09-08-26,63399,36,Orascom,DPL,05-08-26,,,47.5,Fill,C-A,BH-1,M 37,LAYER-1,3,,1195,APPROVED AS NOTED,DONE,2,EIDG,4,,,
93,Sunday,09-08-26,63418,36,Orascom,DPL,05-08-26,,,48.32,Fill,C-A,BH-1,M 37,LAYER-0,3,,1195,APPROVED AS NOTED,DONE,2,EIDG,4,,,
94,Monday,17-08-26,63814,36,Orascom,PLATE LOAD,17-08-26,,,,Fill,C-A,BH-1,M 58,28,11,,,APPROVED AS NOTED,DONE,3,BONYAN MISR,0,,,
95,Sunday,16-08-26,63714,36,Orascom,DPL,15-08-26,,,51.76,Fill,C-A,BH-1,M 58,LAYER-4,3,,1224,APPROVED AS NOTED,DONE,2,EIDG,1,,,
96,Sunday,16-08-26,63720,36,Orascom,DPL,15-08-26,,,53,Fill,C-A,BH-1,M 58,LAYER-5,3,,1199,APPROVED AS NOTED,DONE,2,EIDG,1,,,
97,Saturday,15-08-26,63577,36,Orascom,DPL,12-08-26,,,46.88,Fill,C-A,BH-1,M 58,LAYER-3,3,,1247,APPROVED AS NOTED,DONE,2,EIDG,3,,,
98,Tuesday,11-08-26,63500,36,Orascom,SOIL,10-08-26,A-4,49.00%,,Bottom of excavation,C-A,BH-1,M 58,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
99,Wednesday,12-08-26,63515,36,Orascom,DPL,11-08-26,,,51.69,Fill,C-A,BH-1,M 58,LAYER-2,3,,1287,APPROVED AS NOTED,DONE,2,EIDG,1,,,
100,Tuesday,11-08-26,63491,36,Orascom,SOIL,10-08-26,A-4,42.00%,,Bottom of excavation,C-A,BH-1,M 58,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
101,Tuesday,11-08-26,63486,36,Orascom,DPL,10-08-26,,,48.29,Fill,C-A,BH-1,M 58,LAYER-1,3,,1287,APPROVED AS NOTED,DONE,2,EIDG,1,,,
102,Monday,17-08-26,63783,36,Orascom,DPL,16-08-26,,,50.38,Fill,C-A,BH-1,M 61,LAYER-2,3,,1103,APPROVED AS NOTED,DONE,2,EIDG,1,,,
103,Sunday,16-08-26,63718,36,Orascom,DPL,15-08-26,,,53.25,Fill,C-A,BH-1,M 61,LAYER-1,3,,1125,APPROVED AS NOTED,DONE,2,EIDG,1,,,
104,Sunday,16-08-26,63722,36,Orascom,DPL,15-08-26,,,48.76,Fill,C-A,BH-1,M 61,LAYER-1,3,,1125,APPROVED AS NOTED,DONE,2,EIDG,1,,,
105,Monday,10-08-26,63460,36,Orascom,DPL,09-08-26,,,50.79,Fill,C-A,BH-1,M 61,LAYER-0,3,,1125,APPROVED AS NOTED,DONE,2,EIDG,1,,,
106,Wednesday,19-08-26,63932,36,Orascom,DPL,18-08-26,,,50.48,Fill,C-A,BH-1,M 64,LAYER-1,2,,493,APPROVED AS NOTED,DONE,2,EIDG,1,,,
107,Monday,17-08-26,63794,36,Orascom,SOIL,16-08-26,A-4,48.80%,,Bottom of excavation,C-A,BH-1,M 64,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
108,Monday,17-08-26,63795,36,Orascom,SOIL,16-08-26,A-4,48.00%,,Bottom of excavation,C-A,BH-1,M 64,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
109,Wednesday,12-08-26,63512,36,Orascom,DPL,11-08-26,,,49.25,Fill,C-A,BH-1,M 55,LAYER-3,3,,1272,APPROVED AS NOTED,DONE,2,EIDG,1,,,
110,Sunday,16-08-26,63738,36,Orascom,PLATE LOAD,15-08-26,,,,Fill,C-A,BH-1,M 55,27.5,1,,,APPROVED AS NOTED,DONE,5,CEL,1,,,
111,Sunday,16-08-26,63730,36,Orascom,DPL,15-08-26,,,45.56,Fill,C-A,BH-1,M 55,LAYER-5,3,,1272,APPROVED AS NOTED,DONE,2,EIDG,1,,,
112,Saturday,15-08-26,63576,36,Orascom,DPL,12-08-26,,,54.7,Fill,C-A,BH-1,M 55,LAYER-4,3,,1247,APPROVED AS NOTED,DONE,2,EIDG,3,,,
113,Monday,10-08-26,63459,36,Orascom,DPL,09-08-26,,,49.49,Fill,C-A,BH-1,M 55,LAYER-2,3,,1247,APPROVED AS NOTED,DONE,2,EIDG,1,,,
114,Sunday,09-08-26,63439,36,Orascom,DPL,08-08-26,,,48.02,Fill,C-A,BH-1,M 55,LAYER-1,3,,1247,APPROVED AS NOTED,DONE,2,EIDG,1,,,
115,Sunday,09-08-26,63381,36,Orascom,DPL,07-08-26,,,52.4,Fill,C-A,BH-1,M 55,LAYER-0,3,,1247,APPROVED AS NOTED,DONE,2,EIDG,2,,,
116,Tuesday,18-08-26,63739,36,Orascom,PLATE LOAD,16-08-26,,,,Fill,C-A,BH-1,M 33,27.5,1,,269,APPROVED AS NOTED,DONE,5,CEL,2,,,
117,Sunday,16-08-26,63723,36,Orascom,DPL,15-08-26,,,49.68,Fill,C-A,BH-1,M 33,LAYER-5,2,,268,APPROVED AS NOTED,DONE,2,EIDG,1,,,
118,Saturday,15-08-26,63582,36,Orascom,DPL,12-08-26,,,50.86,Fill,C-A,BH-1,M 33,LAYER-3,2,,318,APPROVED AS NOTED,DONE,2,EIDG,3,,,
119,Saturday,15-08-26,63532,36,Orascom,DPL,14-08-26,,,55.16,Fill,C-A,BH-1,M 33,LAYER-4,2,,286,APPROVED AS NOTED,DONE,2,EIDG,1,,,
120,Wednesday,12-08-26,63510,36,Orascom,DPL,11-08-26,,,50.132,Fill,C-A,BH-1,M 33,LAYER-2,2,,337,APPROVED AS NOTED,DONE,2,EIDG,1,,,
121,Monday,10-08-26,63455,36,Orascom,DPL,09-08-26,,,54.31,Fill,C-A,BH-1,M 33,LAYER-1,2,,337,APPROVED AS NOTED,DONE,2,EIDG,1,,,
122,Sunday,09-08-26,63416,36,Orascom,DPL,07-08-26,,,51.71,Fill,C-A,BH-1,M 33,LAYER-0,2,,337,APPROVED AS NOTED,DONE,2,EIDG,2,,,
123,Monday,17-08-26,63789,36,Abnaa Khalifa,SOIL,16-08-26,A-4,39.80%,,Bottom of excavation,C-A,BH-13-5,M 132,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
124,Wednesday,19-08-26,63967,36,Abnaa Khalifa,DPL,18-08-26,,,49.51,Fill,C-A,BH-13-5,M 138,LAYER-1,5,,2049,APPROVED AS NOTED,DONE,2,EIDG,1,,,
125,Saturday,15-08-26,63544,36,Abnaa Khalifa,SOIL,13-08-26,A-4,62.00%,,Bottom of excavation,C-A,BH-13-5,M 138,,1,Sieve analysis,2049,APPROVED AS NOTED,DONE,2,EIDG,2,,,
126,Monday,17-08-26,63784,36,Abnaa Khalifa,SOIL,16-08-26,A-4,37.60%,,Bottom of excavation,C-A,BH-13-5,M 138,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
127,Saturday,15-08-26,63545,36,Abnaa Khalifa,SOIL,13-08-26,A-4,49.00%,,Bottom of excavation,C-A,BH-13-5,M 135,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,2,,,
128,Wednesday,19-08-26,63935,36,Abnaa Khalifa,DPL,18-08-26,,,52.14,Fill,C-A,BH-13-5,M 133,LAYER-1,5,,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
129,Monday,17-08-26,63787,36,Abnaa Khalifa,SOIL,16-08-26,A-4,39.20%,,Bottom of excavation,C-A,BH-13-5,M 133,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
130,Wednesday,19-08-26,63942,36,Al Thanaa,SOIL,18-08-26,A-2-4,35.00%,,Bottom of excavation,C-A,BH-11-2,M 109,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
131,Wednesday,19-08-26,63934,36,Al Thanaa,SOIL,18-08-26,A-4,58.80%,,Bottom of excavation,C-A,BH-11-2,M 105,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,1,,,
132,Saturday,15-08-26,63569,36,Fayek Office,SOIL,12-08-26,A-4,46.80%,,Bottom of excavation,C-A,BH-10-1,M 85,,1,Sieve analysis,,APPROVED AS NOTED,DONE,2,EIDG,3,,,
